RedFighter,BlueFighter,RedOdds,BlueOdds,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,BlueStance,BlueHeightCms,BlueReachCms,RedStance,RedHeightCms,RedReachCms,RedAge,BlueAge,Finish,FinishDetails,FinishRound,FinishRoundTime,UfcEvent,,,,,,,,,,,,,,,,
Grigorii Popov,Davey Grant,-150,130,09-11-2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Bantamweight,MALE,Orthodox,172.72,175.26,Switch,170.18,170.18,35,34,,,,,,,,,,,,,,,,,,,,,
Jorge Masvidal,Nate Diaz,-155,135,02-11-2019,"New York City, New York, USA", USA,Red,FALSE,Welterweight,MALE,Southpaw,182.88,193.04,Orthodox,180.34,187.96,35,34,KO/TKO,,3,5:00,,,,,,,,,,,,,,,,,
Kelvin Gastelum,Darren Till,-200,170,02-11-2019,"New York City, New York, USA", USA,Blue,FALSE,Middleweight,MALE,Southpaw,182.88,187.96,Southpaw,175.26,180.34,28,27,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Stephen Thompson,Vicente Luque,-115,-105,02-11-2019,"New York City, New York, USA", USA,Red,FALSE,Welterweight,MALE,Orthodox,180.34,190.5,Orthodox,182.88,190.5,36,28,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Derrick Lewis,Blagoy Ivanov,-115,-105,02-11-2019,"New York City, New York, USA", USA,Red,FALSE,Heavyweight,MALE,Southpaw,180.34,185.42,Orthodox,190.5,200.66,34,33,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Kevin Lee,Gregor Gillespie,150,-170,02-11-2019,"New York City, New York, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,170.18,180.34,Orthodox,175.26,195.58,27,23,KO/TKO,Kick,1,2:47,,,,,,,,,,,,,,,,,
Corey Anderson,Johnny Walker,155,-175,02-11-2019,"New York City, New York, USA", USA,Red,FALSE,Light Heavyweight,MALE,Orthodox,198.12,208.28,Orthodox,190.5,200.66,30,27,KO/TKO,Punches,1,2:07,,,,,,,,,,,,,,,,,
Shane Burgos,Makwan Amirkhani,-220,180,02-11-2019,"New York City, New York, USA", USA,Red,FALSE,Featherweight,MALE,Southpaw,177.8,182.88,Orthodox,180.34,190.5,28,31,KO/TKO,Punch,3,4:32,,,,,,,,,,,,,,,,,
Brad Tavares,Edmen Shahbazyan,160,-185,02-11-2019,"New York City, New York, USA", USA,Blue,FALSE,Middleweight,MALE,Orthodox,187.96,187.96,Orthodox,185.42,187.96,31,21,KO/TKO,Kick,1,2:27,,,,,,,,,,,,,,,,,
Andrei Arlovski,Jairzinho Rozenstruik,140,-160,02-11-2019,"New York City, New York, USA", USA,Blue,FALSE,Heavyweight,MALE,Orthodox,193.04,198.12,Orthodox,190.5,195.58,40,31,KO/TKO,Punch,1,0:29,,,,,,,,,,,,,,,,,
Katlyn Chookagian,Jennifer Maia,-135,115,02-11-2019,"New York City, New York, USA", USA,Red,FALSE,Women's Flyweight,FEMALE,Orthodox,162.56,162.56,Orthodox,175.26,172.72,30,31,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Lyman Good,Chance Rencountre,-115,-105,02-11-2019,"New York City, New York, USA", USA,Red,FALSE,Welterweight,MALE,Southpaw,187.96,190.5,Orthodox,182.88,187.96,34,32,KO/TKO,Punch,3,2:03,,,,,,,,,,,,,,,,,
Julio Arce,Hakeem Dawodu,-110,-110,02-11-2019,"New York City, New York, USA", USA,Blue,FALSE,Featherweight,MALE,Orthodox,172.72,185.42,Southpaw,170.18,177.8,30,28,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Demian Maia,Ben Askren,140,-160,26-10-2019,"Kallang, Singapore", Singapore,Red,FALSE,Welterweight,MALE,Orthodox,180.34,185.42,Southpaw,185.42,182.88,41,35,SUB,Rear Naked Choke,3,3:54,,,,,,,,,,,,,,,,,
Michael Johnson,Stevie Ray,-275,235,26-10-2019,"Kallang, Singapore", Singapore,Blue,FALSE,Lightweight,MALE,Southpaw,177.8,177.8,Southpaw,177.8,185.42,33,29,M-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Frank Camacho,Beneil Dariush,160,-185,26-10-2019,"Kallang, Singapore", Singapore,Blue,FALSE,Lightweight,MALE,Southpaw,177.8,182.88,Orthodox,177.8,185.42,30,30,SUB,Rear Naked Choke,1,2:02,,,,,,,,,,,,,,,,,
Ciryl Gane,Don'tale Mayes,-325,265,26-10-2019,"Kallang, Singapore", Singapore,Red,FALSE,Heavyweight,MALE,Orthodox,198.12,205.74,Orthodox,193.04,205.74,29,27,,,,,,,,,,,,,,,,,,,,,
Muslim Salikhov,Laureano Staropoli,-165,145,26-10-2019,"Kallang, Singapore", Singapore,Red,FALSE,Welterweight,MALE,Orthodox,185.42,180.34,Orthodox,180.34,177.8,35,26,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Randa Markos,Ashley Yoder,-150,130,26-10-2019,"Kallang, Singapore", Singapore,Red,FALSE,Women's Strawweight,FEMALE,Southpaw,170.18,175.26,Orthodox,162.56,160.02,34,32,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Alex White,Rafael Fiziev,165,-190,26-10-2019,"Kallang, Singapore", Singapore,Blue,FALSE,Lightweight,MALE,Switch,172.72,180.34,Southpaw,182.88,180.34,31,26,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Enrique Barzola,Movsar Evloev,170,-200,26-10-2019,"Kallang, Singapore", Singapore,Blue,FALSE,Featherweight,MALE,Orthodox,170.18,182.88,Orthodox,170.18,177.8,30,25,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Maurice Greene,Sergei Pavlovich,200,-240,26-10-2019,"Kallang, Singapore", Singapore,Blue,FALSE,Heavyweight,MALE,Southpaw,190.5,213.36,Orthodox,200.66,203.2,33,27,KO/TKO,Punches,1,2:11,,,,,,,,,,,,,,,,,
Loma Lookboonmee,Alexandra Albu,-135,115,26-10-2019,"Kallang, Singapore", Singapore,Red,FALSE,Women's Strawweight,FEMALE,Orthodox,157.48,160.02,Orthodox,154.94,154.94,23,29,,,,,,,,,,,,,,,,,,,,,
Raphael Pessoa Nunes,Jeff Hughes,205,-245,26-10-2019,"Kallang, Singapore", Singapore,Red,FALSE,Heavyweight,MALE,Orthodox,187.96,195.58,Orthodox,190.5,198.12,30,31,,,,,,,,,,,,,,,,,,,,,
Yair Rodriguez,Jeremy Stephens,-140,120,18-10-2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Featherweight,MALE,Orthodox,175.26,180.34,Orthodox,180.34,180.34,27,33,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Dominick Reyes,Chris Weidman,-200,170,18-10-2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Light Heavyweight,MALE,Orthodox,187.96,198.12,Southpaw,193.04,195.58,29,35,KO/TKO,Punches,1,1:43,,,,,,,,,,,,,,,,,
Joe Lauzon,Jonathan Pearce,170,-200,18-10-2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Lightweight,MALE,Switch,182.88,180.34,Orthodox,177.8,180.34,35,27,KO/TKO,Punches,1,1:33,,,,,,,,,,,,,,,,,
Maycee Barber,Gillian Robertson,-170,150,18-10-2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Women's Flyweight,FEMALE,Orthodox,165.1,160.02,Switch,165.1,165.1,21,24,KO/TKO,Punches,1,3:04,,,,,,,,,,,,,,,,,
Deron Winn,Darren Stewart,-115,-105,18-10-2019,"Boston, Massachusetts, USA", USA,Blue,FALSE,Middleweight,MALE,Orthodox,182.88,187.96,Orthodox,167.64,177.8,30,28,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Charles Rosa,Manny Bermudez,160,-185,18-10-2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Featherweight,MALE,Orthodox,177.8,180.34,Switch,175.26,175.26,33,25,SUB,Armbar,1,2:46,,,,,,,,,,,,,,,,,
Molly McCann,Diana Belbita,-640,470,18-10-2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Women's Flyweight,FEMALE,Orthodox,170.18,172.72,Orthodox,162.56,157.48,29,23,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Kyle Bochniak,Sean Woodson,-115,-105,18-10-2019,"Boston, Massachusetts, USA", USA,Blue,FALSE,Featherweight,MALE,Orthodox,187.96,198.12,Orthodox,170.18,177.8,32,27,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Randy Costa,Boston Salmon,130,-150,18-10-2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Bantamweight,MALE,Southpaw,175.26,175.26,Switch,175.26,185.42,25,28,KO/TKO,Punch,1,2:15,,,,,,,,,,,,,,,,,
Court McGee,Sean Brady,150,-170,18-10-2019,"Boston, Massachusetts, USA", USA,Blue,FALSE,Welterweight,MALE,Orthodox,177.8,182.88,Orthodox,180.34,190.5,34,26,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Brendan Allen,Kevin Holland,135,-155,18-10-2019,"Boston, Massachusetts, USA", USA,Red,FALSE,Middleweight,MALE,Orthodox,190.5,205.74,Orthodox,187.96,190.5,23,26,SUB,Rear Naked Choke,2,3:38,,,,,,,,,,,,,,,,,
Daniel Spitz,Tanner Boser,125,-145,18-10-2019,"Boston, Massachusetts, USA", USA,Blue,FALSE,Heavyweight,MALE,Orthodox,187.96,190.5,Orthodox,200.66,208.28,29,28,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Joanna Jedrzejczyk,Michelle Waterson,-300,250,12-10-2019,"Tampa, Florida, USA", USA,Red,FALSE,Women's Strawweight,FEMALE,Orthodox,160.02,157.48,Orthodox,167.64,165.1,32,33,U-DEC,,5,5:00,,,,,,,,,,,,,,,,,
Cub Swanson,Kron Gracie,155,-175,12-10-2019,"Tampa, Florida, USA", USA,Red,FALSE,Featherweight,MALE,Southpaw,175.26,177.8,Orthodox,172.72,177.8,35,31,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Niko Price,James Vick,-145,125,12-10-2019,"Tampa, Florida, USA", USA,Red,FALSE,Welterweight,MALE,Orthodox,190.5,193.04,Orthodox,182.88,193.04,30,32,KO/TKO,Kick,1,1:44,,,,,,,,,,,,,,,,,
Mackenzie Dern,Amanda Ribas,-185,160,12-10-2019,"Tampa, Florida, USA", USA,Blue,FALSE,Women's Strawweight,FEMALE,Orthodox,160.02,167.64,Orthodox,162.56,160.02,26,26,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Matt Frevola,Luis Pena,130,-150,12-10-2019,"Tampa, Florida, USA", USA,Red,FALSE,Lightweight,MALE,Southpaw,190.5,185.42,Orthodox,175.26,180.34,29,26,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Eryk Anders,Gerald Meerschaert,-140,120,12-10-2019,"Tampa, Florida, USA", USA,Red,FALSE,Middleweight,MALE,Southpaw,185.42,195.58,Southpaw,185.42,190.5,32,31,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Ryan Spann,Devin Clark,-175,155,12-10-2019,"Tampa, Florida, USA", USA,Red,FALSE,Light Heavyweight,MALE,Orthodox,182.88,190.5,Orthodox,195.58,200.66,28,29,SUB,Guillotine Choke,2,2:01,,,,,,,,,,,,,,,,,
Mike Davis,Thomas Gifford,-290,245,12-10-2019,"Tampa, Florida, USA", USA,Red,FALSE,Lightweight,MALE,Orthodox,185.42,190.5,Orthodox,182.88,182.88,27,27,KO/TKO,Punch,3,4:45,,,,,,,,,,,,,,,,,
Max Griffin,Alex Morono,-145,125,12-10-2019,"Tampa, Florida, USA", USA,Blue,FALSE,Welterweight,MALE,Orthodox,180.34,182.88,Orthodox,180.34,193.04,33,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Deiveson Figueiredo,Tim Elliott,-175,155,12-10-2019,"Tampa, Florida, USA", USA,Red,FALSE,Flyweight,MALE,Southpaw,170.18,167.64,Orthodox,165.1,172.72,31,32,SUB,Guillotine Choke,1,3:08,,,,,,,,,,,,,,,,,
Marlon Vera,Andre Ewell,-140,120,12-10-2019,"Tampa, Florida, USA", USA,Red,FALSE,Bantamweight,MALE,Southpaw,172.72,190.5,Switch,172.72,177.8,26,31,KO/TKO,Elbows,3,3:17,,,,,,,,,,,,,,,,,
Miguel Baeza,Hector Aldana,-250,210,12-10-2019,"Tampa, Florida, USA", USA,Red,FALSE,Welterweight,MALE,Orthodox,180.34,182.88,Orthodox,187.96,187.96,27,31,KO/TKO,Kick,2,2:32,,,,,,,,,,,,,,,,,
Marvin Vettori,Andrew Sanchez,-370,310,12-10-2019,"Tampa, Florida, USA", USA,Red,FALSE,Middleweight,MALE,Orthodox,185.42,187.96,Southpaw,182.88,187.96,26,31,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
JJ Aldrich,Lauren Mueller,-150,130,12-10-2019,"Tampa, Florida, USA", USA,Red,FALSE,Women's Flyweight,FEMALE,Orthodox,165.1,170.18,Southpaw,165.1,170.18,27,27,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Robert Whittaker,Israel Adesanya,110,-130,05-10-2019,"Melbourne, Victoria, Australia", Australia,Blue,TRUE,Middleweight,MALE,Switch,193.04,203.2,Orthodox,182.88,185.42,28,30,KO/TKO,Punch,2,3:33,,,,,,,,,,,,,,,,,
Al Iaquinta,Dan Hooker,115,-135,05-10-2019,"Melbourne, Victoria, Australia", Australia,Blue,FALSE,Lightweight,MALE,Switch,182.88,190.5,Orthodox,177.8,177.8,32,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Tai Tuivasa,Serghei Spivac,-330,270,05-10-2019,"Melbourne, Victoria, Australia", Australia,Blue,FALSE,Heavyweight,MALE,Orthodox,190.5,198.12,Southpaw,187.96,190.5,26,24,SUB,Arm Triangle,2,3:14,,,,,,,,,,,,,,,,,
Luke Jumeau,Dhiego Lima,120,-140,05-10-2019,"Melbourne, Victoria, Australia", Australia,Blue,FALSE,Welterweight,MALE,Orthodox,187.96,190.5,Orthodox,180.34,182.88,31,30,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Justin Tafa,Yorgan De Castro,-105,-115,05-10-2019,"Melbourne, Victoria, Australia", Australia,Blue,FALSE,Heavyweight,MALE,Orthodox,182.88,187.96,Southpaw,182.88,187.96,25,32,KO/TKO,Punch,1,2:10,,,,,,,,,,,,,,,,,
Jake Matthews,Rostem Akman,-470,375,05-10-2019,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Welterweight,MALE,Switch,177.8,182.88,Orthodox,180.34,185.42,25,27,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Callan Potter,Maki Pitolo,325,-400,05-10-2019,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Welterweight,MALE,Orthodox,177.8,190.5,Orthodox,182.88,182.88,35,28,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Brad Riddell,Jamie Mullarkey,-165,145,05-10-2019,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Lightweight,MALE,Orthodox,182.88,187.96,Orthodox,170.18,180.34,28,25,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Megan Anderson,Zarah Fairn,-420,335,05-10-2019,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Women's Featherweight,FEMALE,Orthodox,172.72,182.88,Orthodox,182.88,182.88,29,32,SUB,Triangle Choke,1,3:57,,,,,,,,,,,,,,,,,
Nadia Kassem,Ji Yeon Kim,155,-175,05-10-2019,"Melbourne, Victoria, Australia", Australia,Blue,FALSE,Women's Flyweight,FEMALE,Orthodox,170.18,182.88,Southpaw,165.1,167.64,23,29,KO/TKO,Punch,2,4:59,,,,,,,,,,,,,,,,,
Khalid Taha,Bruno Silva,-220,180,05-10-2019,"Melbourne, Victoria, Australia", Australia,Red,FALSE,Bantamweight,MALE,Orthodox,162.56,165.1,Orthodox,165.1,175.26,27,29,SUB,Arm Triangle,3,3:00,,,,,,,,,,,,,,,,,
Jack Hermansson,Jared Cannonier,-275,235,28-09-2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Middleweight,MALE,Switch,180.34,195.58,Orthodox,185.42,195.58,31,35,KO/TKO,Punch,2,0:27,,,,,,,,,,,,,,,,,
Mark Madsen,Danilo Belluardo,-600,450,28-09-2019,"Copenhagen, Denmark", Denmark,Red,FALSE,Lightweight,MALE,Southpaw,182.88,187.96,Orthodox,172.72,182.88,35,25,KO/TKO,Punches,1,1:12,,,,,,,,,,,,,,,,,
Gunnar Nelson,Gilbert Burns,-105,-115,28-09-2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Welterweight,MALE,Orthodox,177.8,180.34,Switch,180.34,182.88,31,33,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Ion Cutelaba,Khalil Rountree Jr.,-105,-115,28-09-2019,"Copenhagen, Denmark", Denmark,Red,FALSE,Light Heavyweight,MALE,Southpaw,185.42,193.04,Southpaw,185.42,190.5,25,29,KO/TKO,Elbows,1,2:35,,,,,,,,,,,,,,,,,
Michal Oleksiejczuk,Ovince Saint Preux,-290,245,28-09-2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Light Heavyweight,MALE,Southpaw,190.5,203.2,Southpaw,182.88,187.96,24,36,SUB,Other - Choke,2,2:46,,,,,,,,,,,,,,,,,
Nicolas Dalby,Alex Oliveira,135,-155,28-09-2019,"Copenhagen, Denmark", Denmark,Red,FALSE,Welterweight,MALE,Orthodox,180.34,193.04,Orthodox,180.34,187.96,34,31,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Alen Amedovski,John Phillips,-130,110,28-09-2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Middleweight,MALE,Southpaw,180.34,190.5,Orthodox,177.8,187.96,31,34,KO/TKO,Punch,1,0:17,,,,,,,,,,,,,,,,,
Alessio Di Chirico,Makhmud Muradov,145,-165,28-09-2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Middleweight,MALE,Orthodox,187.96,190.5,Orthodox,182.88,187.96,29,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Siyar Bahadurzada,Ismail Naurdiev,190,-230,28-09-2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Welterweight,MALE,Orthodox,177.8,187.96,Orthodox,180.34,185.42,35,23,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Brandon Davis,Giga Chikadze,-155,135,28-09-2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Featherweight,MALE,Orthodox,182.88,187.96,Orthodox,177.8,182.88,29,31,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Macy Chiasson,Lina Lansberg,-430,345,28-09-2019,"Copenhagen, Denmark", Denmark,Blue,FALSE,Women's Bantamweight,FEMALE,Orthodox,170.18,165.1,Orthodox,180.34,182.88,28,37,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Marc Diakiese,Lando Vannata,-165,145,28-09-2019,"Copenhagen, Denmark", Denmark,Red,FALSE,Lightweight,MALE,Orthodox,175.26,180.34,Orthodox,177.8,185.42,26,27,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Jack Shore,Nohelin Hernandez,-235,195,28-09-2019,"Copenhagen, Denmark", Denmark,Red,FALSE,Bantamweight,MALE,Orthodox,177.8,180.34,Orthodox,172.72,180.34,24,25,SUB,Rear Naked Choke,3,2:51,,,,,,,,,,,,,,,,,
Carla Esparza,Alexa Grasso,125,-145,21-09-2019,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Women's Strawweight,FEMALE,Orthodox,165.1,167.64,Orthodox,154.94,160.02,31,26,M-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Irene Aldana,Vanessa Melo,-525,415,21-09-2019,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Women's Bantamweight,FEMALE,Orthodox,165.1,165.1,Orthodox,175.26,172.72,31,31,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Martin Bravo,Steven Peterson,-145,125,21-09-2019,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Featherweight,MALE,Orthodox,177.8,177.8,Southpaw,172.72,180.34,26,29,KO/TKO,Spinning Back Fist,2,1:31,,,,,,,,,,,,,,,,,
Jose Quinonez,Carlos Huachin,-150,130,21-09-2019,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Bantamweight,MALE,Southpaw,162.56,170.18,Orthodox,172.72,175.26,29,23,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Marco Polo Reyes,Kyle Nelson,-105,-115,21-09-2019,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Featherweight,MALE,Switch,180.34,180.34,Orthodox,180.34,180.34,34,28,KO/TKO,Punch,1,1:36,,,,,,,,,,,,,,,,,
Ariane Carnelossi,Angela Hill,-115,-105,21-09-2019,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Women's Strawweight,FEMALE,Orthodox,160.02,162.56,Orthodox,157.48,154.94,26,34,KO/TKO,Elbow,3,1:56,,,,,,,,,,,,,,,,,
Sergio Pettis,Tyson Nam,-300,250,21-09-2019,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Flyweight,MALE,Orthodox,170.18,172.72,Orthodox,167.64,175.26,26,36,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Vinicius Moreira,Paul Craig,100,-120,21-09-2019,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Light Heavyweight,MALE,Orthodox,190.5,193.04,Orthodox,193.04,193.04,30,31,SUB,Rear Naked Choke,1,3:19,,,,,,,,,,,,,,,,,
Sijara Eubanks,Bethe Correia,-290,245,21-09-2019,"Mexico City, Distrito Federal, Mexico", Mexico,Blue,FALSE,Women's Bantamweight,FEMALE,Orthodox,165.1,162.56,Orthodox,162.56,170.18,34,36,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Caludio Puelles,Marcos Mariano,-400,325,21-09-2019,"Mexico City, Distrito Federal, Mexico", Mexico,Red,FALSE,Lightweight,MALE,Switch,185.42,193.04,Southpaw,180.34,182.88,23,32,,,,,,,,,,,,,,,,,,,,,
Donald Cerrone,Justin Gaethje,160,-185,14-09-2019,"Vancouver, British Columbia, Canada", Canada,Blue,FALSE,Lightweight,MALE,Orthodox,180.34,177.8,Orthodox,185.42,185.42,36,30,KO/TKO,Punch,1,4:18,,,,,,,,,,,,,,,,,
Glover Teixeira,Nikita Krylov,-115,-105,14-09-2019,"Vancouver, British Columbia, Canada", Canada,Red,FALSE,Light Heavyweight,MALE,Orthodox,190.5,195.58,Orthodox,187.96,193.04,39,27,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Michel Pereira,Tristan Connelly,-460,365,14-09-2019,"Vancouver, British Columbia, Canada", Canada,Blue,FALSE,Welterweight,MALE,Orthodox,177.8,172.72,Orthodox,185.42,185.42,25,33,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Uriah Hall,Antonio Carlos Junior,230,-270,14-09-2019,"Vancouver, British Columbia, Canada", Canada,Red,FALSE,Middleweight,MALE,Orthodox,187.96,200.66,Orthodox,182.88,200.66,35,29,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Misha Cirkunov,Jimmy Crute,-105,-115,14-09-2019,"Vancouver, British Columbia, Canada", Canada,Red,FALSE,Light Heavyweight,MALE,Orthodox,187.96,187.96,Orthodox,190.5,195.58,32,23,SUB,Peruvian Necktie,1,3:38,,,,,,,,,,,,,,,,,
Marcin Tybura,Augusto Sakai,105,-125,14-09-2019,"Vancouver, British Columbia, Canada", Canada,Blue,FALSE,Heavyweight,MALE,Orthodox,190.5,195.58,Orthodox,190.5,198.12,33,28,KO/TKO,Punches,1,0:59,,,,,,,,,,,,,,,,,
Cole Smith,Miles Johns,115,-135,14-09-2019,"Vancouver, British Columbia, Canada", Canada,Blue,FALSE,Bantamweight,MALE,Orthodox,170.18,167.64,Orthodox,180.34,170.18,30,25,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Brad Katona,Hunter Azure,-130,110,14-09-2019,"Vancouver, British Columbia, Canada", Canada,Blue,FALSE,Bantamweight,MALE,Orthodox,172.72,175.26,Orthodox,167.64,162.56,27,27,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Chas Skelly,Jordan Griffin,145,-160,14-09-2019,"Vancouver, British Columbia, Canada", Canada,Red,FALSE,Featherweight,MALE,Southpaw,177.8,185.42,Orthodox,180.34,182.88,34,29,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Louis Smolka,Ryan MacDonald,-230,190,14-09-2019,"Vancouver, British Columbia, Canada", Canada,Red,FALSE,Bantamweight,MALE,Switch,180.34,180.34,Orthodox,175.26,172.72,28,26,KO/TKO,Punch,1,4:43,,,,,,,,,,,,,,,,,
Kyle Prepolec,Austin Hubbard,120,-140,14-09-2019,"Vancouver, British Columbia, Canada", Canada,Blue,FALSE,Lightweight,MALE,Orthodox,177.8,180.34,Southpaw,177.8,177.8,30,27,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Khabib Nurmagomedov,Dustin Poirier,-400,325,07-09-2019,"Abu Dhabi, Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,TRUE,Lightweight,MALE,Southpaw,175.26,182.88,Orthodox,177.8,177.8,30,30,SUB,Rear Naked Choke,3,2:06,,,,,,,,,,,,,,,,,
Edson Barboza,Paul Felder,-120,100,07-09-2019,"Abu Dhabi, Abu Dhabi, United Arab Emirates", United Arab Emirates,Blue,FALSE,Lightweight,MALE,Orthodox,180.34,177.8,Orthodox,180.34,190.5,33,35,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Islam Makhachev,Davi Ramos,-380,315,07-09-2019,"Abu Dhabi, Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,FALSE,Lightweight,MALE,Orthodox,167.64,177.8,Orthodox,177.8,177.8,27,32,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Curtis Blaydes,Shamil Abdurakhimov,-550,425,07-09-2019,"Abu Dhabi, Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,FALSE,Heavyweight,MALE,Orthodox,190.5,193.04,Orthodox,193.04,203.2,28,38,KO/TKO,Elbow,2,2:22,,,,,,,,,,,,,,,,,
Mairbek Taisumov,Diego Ferreira,-245,205,07-09-2019,"Abu Dhabi, Abu Dhabi, United Arab Emirates", United Arab Emirates,Blue,FALSE,Lightweight,MALE,Orthodox,175.26,187.96,Orthodox,175.26,185.42,31,34,U-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Joanne Calderwood,Andrea Lee,210,-250,07-09-2019,"Abu Dhabi, Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,FALSE,Women's Flyweight,FEMALE,Orthodox,167.64,175.26,Orthodox,167.64,165.1,33,30,S-DEC,,3,5:00,,,,,,,,,,,,,,,,,
Liana Jojua,Sarah Moras,-155,135,07-09-2019,"Abu Dhabi, Abu Dhabi, United Arab Emirates", United Arab Emirates,Blue,FALSE,Women's Bantamweight,FEMALE,Orthodox,170.18,170.18,Orthodox,162.56,157.48,24,31,KO/TKO,Elbows,3,2:26,,,,,,,,,,,,,,,,,
Ottman Azaitar,Teemu Packalen,-190,165,07-09-2019,"Abu Dhabi, Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,FALSE,Lightweight,MALE,Orthodox,185.42,190.5,Switch,172.72,180.34,29,32,KO/TKO,Punch,1,3:33,,,,,,,,,,,,,,,,,
Belal Muhammad,Takashi Sato,-390,320,07-09-2019,"Abu Dhabi, Abu Dhabi, United Arab Emirates", United Arab Emirates,Red,FALSE,Welterweight,MALE,Southpaw,177.8,185.42,Orthodox,180.34,182.88,31,29,SUB,Rear Naked Choke,3,1:55,,,,,,,,,,,,,,,,,
